bench,model,bench_item,loc
HumanEval,CodeGemmaQ8,HumanEval_29_filter_by_prefix,9
HumanEval,CodeGemmaQ8,HumanEval_30_get_positive,9
HumanEval,CodeGemmaQ8,HumanEval_35_max_element,9
HumanEval,CodeGemmaQ8,HumanEval_36_fizz_buzz,9
HumanEval,CodeGemmaQ8,HumanEval_44_change_base,9
HumanEval,CodeGemmaQ8,HumanEval_48_is_palindrome,9
HumanEval,CodeGemmaQ8,HumanEval_55_fib,9
HumanEval,CodeGemmaQ8,HumanEval_58_common,9
HumanEval,CodeGemmaQ8,HumanEval_77_iscube,9
HumanEval,CodeGemmaQ8,HumanEval_7_filter_by_substring,9
HumanEval,CodeGemmaQ8,HumanEval_83_starts_one_ends,9
HumanEval,CodeGemmaQ8,HumanEval_85_add,9
HumanEval,CodeGemmaQ8,HumanEval_8_sum_product,9
HumanEval,CodeGemmaQ8,HumanEval_91_is_bored,9
HumanEval,CodeGemmaQ8,HumanEval_98_count_upper,9
HumanEval,CodeGemma,HumanEval_121_solution,9
HumanEval,CodeGemma,HumanEval_128_prod_signs,9
HumanEval,CodeGemma,HumanEval_12_longest,9
HumanEval,CodeGemma,HumanEval_135_can_arrange,9
HumanEval,CodeGemma,HumanEval_146_specialFilter,9
HumanEval,CodeGemma,HumanEval_151_double_the_difference,9
HumanEval,CodeGemma,HumanEval_163_generate_integers,9
HumanEval,CodeGemma,HumanEval_22_filter_integers,9
HumanEval,CodeGemma,HumanEval_26_remove_duplicates,9
HumanEval,CodeGemma,HumanEval_29_filter_by_prefix,9
HumanEval,CodeGemma,HumanEval_30_get_positive,9
HumanEval,CodeGemma,HumanEval_35_max_element,9
HumanEval,CodeGemma,HumanEval_44_change_base,9
HumanEval,CodeGemma,HumanEval_48_is_palindrome,9
HumanEval,CodeGemma,HumanEval_55_fib,9
HumanEval,CodeGemma,HumanEval_58_common,9
HumanEval,CodeGemma,HumanEval_65_circular_shift,9
HumanEval,CodeGemma,HumanEval_7_filter_by_substring,9
HumanEval,CodeGemma,HumanEval_83_starts_one_ends,9
HumanEval,CodeGemma,HumanEval_85_add,9
HumanEval,CodeGemma,HumanEval_8_sum_product,9
HumanEval,CodeGemma,HumanEval_91_is_bored,9
HumanEval,CodeGemma,HumanEval_98_count_upper,9
HumanEval,CodeGemma,HumanEval_9_rolling_max,9
HumanEval,CodeLlamaQ2,HumanEval_102_choose_num,9
HumanEval,CodeLlamaQ2,HumanEval_121_solution,9
HumanEval,CodeLlamaQ2,HumanEval_138_is_equal_to_sum_even,9
HumanEval,CodeLlamaQ2,HumanEval_143_words_in_sentence,9
HumanEval,CodeLlamaQ2,HumanEval_146_specialFilter,9
HumanEval,CodeLlamaQ2,HumanEval_151_double_the_difference,9
HumanEval,CodeLlamaQ2,HumanEval_22_filter_integers,9
HumanEval,CodeLlamaQ2,HumanEval_30_get_positive,9
HumanEval,CodeLlamaQ2,HumanEval_35_max_element,9
HumanEval,CodeLlamaQ2,HumanEval_47_median,9
HumanEval,CodeLlamaQ2,HumanEval_55_fib,9
HumanEval,CodeLlamaQ2,HumanEval_64_vowels_count,9
HumanEval,CodeLlamaQ2,HumanEval_8_sum_product,9
HumanEval,CodeLlamaQ2,HumanEval_91_is_bored,9
HumanEval,CodeLlamaQ2,HumanEval_96_count_up_to,9
HumanEval,CodeLlamaQ8,HumanEval_102_choose_num,9
HumanEval,CodeLlamaQ8,HumanEval_116_sort_array,9
HumanEval,CodeLlamaQ8,HumanEval_121_solution,9
HumanEval,CodeLlamaQ8,HumanEval_143_words_in_sentence,9
HumanEval,CodeLlamaQ8,HumanEval_146_specialFilter,9
HumanEval,CodeLlamaQ8,HumanEval_151_double_the_difference,9
HumanEval,CodeLlamaQ8,HumanEval_163_generate_integers,9
HumanEval,CodeLlamaQ8,HumanEval_22_filter_integers,9
HumanEval,CodeLlamaQ8,HumanEval_29_filter_by_prefix,9
HumanEval,CodeLlamaQ8,HumanEval_30_get_positive,9
HumanEval,CodeLlamaQ8,HumanEval_35_max_element,9
HumanEval,CodeLlamaQ8,HumanEval_39_prime_fib,9
HumanEval,CodeLlamaQ8,HumanEval_47_median,9
HumanEval,CodeLlamaQ8,HumanEval_55_fib,9
HumanEval,CodeLlamaQ8,HumanEval_65_circular_shift,9
HumanEval,CodeLlamaQ8,HumanEval_7_filter_by_substring,9
HumanEval,CodeLlamaQ8,HumanEval_85_add,9
HumanEval,CodeLlamaQ8,HumanEval_8_sum_product,9
HumanEval,CodeLlamaQ8,HumanEval_91_is_bored,9
HumanEval,CodeLlamaQ8,HumanEval_9_rolling_max,9
HumanEval,CodeLlama,HumanEval_116_sort_array,9
HumanEval,CodeLlama,HumanEval_121_solution,9
HumanEval,CodeLlama,HumanEval_143_words_in_sentence,9
HumanEval,CodeLlama,HumanEval_146_specialFilter,9
HumanEval,CodeLlama,HumanEval_151_double_the_difference,9
HumanEval,CodeLlama,HumanEval_163_generate_integers,9
HumanEval,CodeLlama,HumanEval_21_rescale_to_unit,9
HumanEval,CodeLlama,HumanEval_22_filter_integers,9
HumanEval,CodeLlama,HumanEval_29_filter_by_prefix,9
HumanEval,CodeLlama,HumanEval_30_get_positive,9
HumanEval,CodeLlama,HumanEval_35_max_element,9
HumanEval,CodeLlama,HumanEval_39_prime_fib,9
HumanEval,CodeLlama,HumanEval_47_median,9
HumanEval,CodeLlama,HumanEval_55_fib,9
HumanEval,CodeLlama,HumanEval_64_vowels_count,9
HumanEval,CodeLlama,HumanEval_65_circular_shift,9
HumanEval,CodeLlama,HumanEval_78_hex_key,9
HumanEval,CodeLlama,HumanEval_7_filter_by_substring,9
HumanEval,CodeLlama,HumanEval_83_starts_one_ends,9
HumanEval,CodeLlama,HumanEval_85_add,9
HumanEval,CodeLlama,HumanEval_8_sum_product,9
HumanEval,CodeLlama,HumanEval_91_is_bored,9
HumanEval,CodeLlama,HumanEval_98_count_upper,9
HumanEval,CodeLlama,HumanEval_9_rolling_max,9
HumanEval,CodeQwenQ2,HumanEval_114_minSubArraySum,9
HumanEval,CodeQwenQ2,HumanEval_159_eat,9
HumanEval,CodeQwenQ2,HumanEval_55_fib,9
HumanEval,CodeQwenQ2,HumanEval_71_triangle_area,9
HumanEval,CodeQwenQ2,HumanEval_78_hex_key,9
HumanEval,CodeQwenQ2,HumanEval_7_filter_by_substring,9
HumanEval,CodeQwenQ2,HumanEval_88_sort_array,9
HumanEval,CodeQwenQ8,HumanEval_101_words_string,9
HumanEval,CodeQwenQ8,HumanEval_121_solution,9
HumanEval,CodeQwenQ8,HumanEval_28_concatenate,9
HumanEval,CodeQwenQ8,HumanEval_29_filter_by_prefix,9
HumanEval,CodeQwenQ8,HumanEval_30_get_positive,9
HumanEval,CodeQwenQ8,HumanEval_62_derivative,9
HumanEval,CodeQwenQ8,HumanEval_65_circular_shift,9
HumanEval,CodeQwen,HumanEval_101_words_string,9
HumanEval,CodeQwen,HumanEval_121_solution,9
HumanEval,CodeQwen,HumanEval_62_derivative,9
HumanEval,DSCoderFP16,HumanEval_114_minSubArraySum,9
HumanEval,DSCoderFP16,HumanEval_121_solution,9
HumanEval,DSCoderFP16,HumanEval_151_double_the_difference,9
HumanEval,DSCoderFP16,HumanEval_154_cycpattern_check,9
HumanEval,DSCoderFP16,HumanEval_22_filter_integers,9
HumanEval,DSCoderFP16,HumanEval_29_filter_by_prefix,9
HumanEval,DSCoderFP16,HumanEval_30_get_positive,9
HumanEval,DSCoderFP16,HumanEval_31_is_prime,9
HumanEval,DSCoderFP16,HumanEval_36_fizz_buzz,9
HumanEval,DSCoderFP16,HumanEval_47_median,9
HumanEval,DSCoderFP16,HumanEval_48_is_palindrome,9
HumanEval,DSCoderFP16,HumanEval_65_circular_shift,9
HumanEval,DSCoderFP16,HumanEval_71_triangle_area,9
HumanEval,DSCoderFP16,HumanEval_75_is_multiply_prime,9
HumanEval,DSCoderFP16,HumanEval_78_hex_key,9
HumanEval,DSCoderFP16,HumanEval_79_decimal_to_binary,9
HumanEval,DSCoderFP16,HumanEval_7_filter_by_substring,9
HumanEval,DSCoderFP16,HumanEval_8_sum_product,9
HumanEval,DSCoderFP16,HumanEval_91_is_bored,9
HumanEval,DSCoderFP16,HumanEval_92_any_int,9
HumanEval,DSCoderFP16,HumanEval_98_count_upper,9
HumanEval,DSCoderQ2,HumanEval_0_has_close_elements,9
HumanEval,DSCoderQ2,HumanEval_108_count_nums,9
HumanEval,DSCoderQ2,HumanEval_122_add_elements,9
HumanEval,DSCoderQ2,HumanEval_125_split_words,9
HumanEval,DSCoderQ2,HumanEval_18_how_many_times,9
HumanEval,DSCoderQ2,HumanEval_22_filter_integers,9
HumanEval,DSCoderQ2,HumanEval_26_remove_duplicates,9
HumanEval,DSCoderQ2,HumanEval_29_filter_by_prefix,9
HumanEval,DSCoderQ2,HumanEval_30_get_positive,9
HumanEval,DSCoderQ2,HumanEval_31_is_prime,9
HumanEval,DSCoderQ2,HumanEval_35_max_element,9
HumanEval,DSCoderQ2,HumanEval_36_fizz_buzz,9
HumanEval,DSCoderQ2,HumanEval_4_mean_absolute_deviation,9
HumanEval,DSCoderQ2,HumanEval_55_fib,9
HumanEval,DSCoderQ2,HumanEval_71_triangle_area,9
HumanEval,DSCoderQ2,HumanEval_83_starts_one_ends,9
HumanEval,DSCoderQ2,HumanEval_86_anti_shuffle,9
HumanEval,DSCoderQ2,HumanEval_91_is_bored,9
HumanEval,DSCoderQ8,HumanEval_0_has_close_elements,9
HumanEval,DSCoderQ8,HumanEval_108_count_nums,9
HumanEval,DSCoderQ8,HumanEval_121_solution,9
HumanEval,DSCoderQ8,HumanEval_122_add_elements,9
HumanEval,DSCoderQ8,HumanEval_146_specialFilter,9
HumanEval,DSCoderQ8,HumanEval_151_double_the_difference,9
HumanEval,DSCoderQ8,HumanEval_18_how_many_times,9
HumanEval,DSCoderQ8,HumanEval_22_filter_integers,9
HumanEval,DSCoderQ8,HumanEval_29_filter_by_prefix,9
HumanEval,DSCoderQ8,HumanEval_30_get_positive,9
HumanEval,DSCoderQ8,HumanEval_31_is_prime,9
HumanEval,DSCoderQ8,HumanEval_35_max_element,9
HumanEval,DSCoderQ8,HumanEval_36_fizz_buzz,9
HumanEval,DSCoderQ8,HumanEval_47_median,9
HumanEval,DSCoderQ8,HumanEval_48_is_palindrome,9
HumanEval,DSCoderQ8,HumanEval_7_filter_by_substring,9
HumanEval,DSCoderQ8,HumanEval_85_add,9
HumanEval,DSCoderQ8,HumanEval_8_sum_product,9
HumanEval,DSCoderQ8,HumanEval_91_is_bored,9
HumanEval,DSCoderQ8,HumanEval_92_any_int,9
HumanEval,DSCoderQ8,HumanEval_98_count_upper,9
HumanEval,DSCoder,HumanEval_0_has_close_elements,9
HumanEval,DSCoder,HumanEval_121_solution,9
HumanEval,DSCoder,HumanEval_122_add_elements,9
HumanEval,DSCoder,HumanEval_125_split_words,9
HumanEval,DSCoder,HumanEval_135_can_arrange,9
HumanEval,DSCoder,HumanEval_151_double_the_difference,9
HumanEval,DSCoder,HumanEval_18_how_many_times,9
HumanEval,DSCoder,HumanEval_21_rescale_to_unit,9
HumanEval,DSCoder,HumanEval_22_filter_integers,9
HumanEval,DSCoder,HumanEval_29_filter_by_prefix,9
HumanEval,DSCoder,HumanEval_30_get_positive,9
HumanEval,DSCoder,HumanEval_31_is_prime,9
HumanEval,DSCoder,HumanEval_35_max_element,9
HumanEval,DSCoder,HumanEval_36_fizz_buzz,9
HumanEval,DSCoder,HumanEval_47_median,9
HumanEval,DSCoder,HumanEval_48_is_palindrome,9
HumanEval,DSCoder,HumanEval_55_fib,9
HumanEval,DSCoder,HumanEval_68_pluck,9
HumanEval,DSCoder,HumanEval_7_filter_by_substring,9
HumanEval,DSCoder,HumanEval_80_is_happy,9
HumanEval,DSCoder,HumanEval_85_add,9
HumanEval,DSCoder,HumanEval_8_sum_product,9
HumanEval,DSCoder,HumanEval_91_is_bored,9
HumanEval,DSCoder,HumanEval_92_any_int,9
HumanEval,StarCoderFP16,HumanEval_121_solution,9
HumanEval,StarCoderFP16,HumanEval_125_split_words,9
HumanEval,StarCoderFP16,HumanEval_145_order_by_points,9
HumanEval,StarCoderFP16,HumanEval_146_specialFilter,9
HumanEval,StarCoderFP16,HumanEval_151_double_the_difference,9
HumanEval,StarCoderFP16,HumanEval_154_cycpattern_check,9
HumanEval,StarCoderFP16,HumanEval_163_generate_integers,9
HumanEval,StarCoderFP16,HumanEval_22_filter_integers,9
HumanEval,StarCoderFP16,HumanEval_24_largest_divisor,9
HumanEval,StarCoderFP16,HumanEval_26_remove_duplicates,9
HumanEval,StarCoderFP16,HumanEval_29_filter_by_prefix,9
HumanEval,StarCoderFP16,HumanEval_30_get_positive,9
HumanEval,StarCoderFP16,HumanEval_34_unique,9
HumanEval,StarCoderFP16,HumanEval_35_max_element,9
HumanEval,StarCoderFP16,HumanEval_36_fizz_buzz,9
HumanEval,StarCoderFP16,HumanEval_44_change_base,9
HumanEval,StarCoderFP16,HumanEval_57_monotonic,9
HumanEval,StarCoderFP16,HumanEval_58_common,9
HumanEval,StarCoderFP16,HumanEval_65_circular_shift,9
HumanEval,StarCoderFP16,HumanEval_72_will_it_fly,9
HumanEval,StarCoderFP16,HumanEval_7_filter_by_substring,9
HumanEval,StarCoderFP16,HumanEval_85_add,9
HumanEval,StarCoderFP16,HumanEval_8_sum_product,9
HumanEval,StarCoderFP16,HumanEval_96_count_up_to,9
HumanEval,StarCoderFP16,HumanEval_98_count_upper,9
HumanEval,StarCoderFP16,HumanEval_9_rolling_max,9
HumanEval,StarCoderQ2,HumanEval_121_solution,9
HumanEval,StarCoderQ2,HumanEval_13_greatest_common_divisor,9
HumanEval,StarCoderQ2,HumanEval_151_double_the_difference,9
HumanEval,StarCoderQ2,HumanEval_163_generate_integers,9
HumanEval,StarCoderQ2,HumanEval_22_filter_integers,9
HumanEval,StarCoderQ2,HumanEval_29_filter_by_prefix,9
HumanEval,StarCoderQ2,HumanEval_35_max_element,9
HumanEval,StarCoderQ2,HumanEval_36_fizz_buzz,9
HumanEval,StarCoderQ2,HumanEval_48_is_palindrome,9
HumanEval,StarCoderQ2,HumanEval_58_common,9
HumanEval,StarCoderQ2,HumanEval_7_filter_by_substring,9
HumanEval,StarCoderQ2,HumanEval_84_solve,9
HumanEval,StarCoderQ2,HumanEval_85_add,9
HumanEval,StarCoderQ2,HumanEval_8_sum_product,9
HumanEval,StarCoderQ2,HumanEval_91_is_bored,9
HumanEval,StarCoderQ2,HumanEval_9_rolling_max,9
HumanEval,StarCoderQ8,HumanEval_0_has_close_elements,9
HumanEval,StarCoderQ8,HumanEval_102_choose_num,9
HumanEval,StarCoderQ8,HumanEval_121_solution,9
HumanEval,StarCoderQ8,HumanEval_145_order_by_points,9
HumanEval,StarCoderQ8,HumanEval_146_specialFilter,9
HumanEval,StarCoderQ8,HumanEval_151_double_the_difference,9
HumanEval,StarCoderQ8,HumanEval_159_eat,9
HumanEval,StarCoderQ8,HumanEval_163_generate_integers,9
HumanEval,StarCoderQ8,HumanEval_22_filter_integers,9
HumanEval,StarCoderQ8,HumanEval_30_get_positive,9
HumanEval,StarCoderQ8,HumanEval_35_max_element,9
HumanEval,StarCoderQ8,HumanEval_36_fizz_buzz,9
HumanEval,StarCoderQ8,HumanEval_47_median,9
HumanEval,StarCoderQ8,HumanEval_48_is_palindrome,9
HumanEval,StarCoderQ8,HumanEval_55_fib,9
HumanEval,StarCoderQ8,HumanEval_7_filter_by_substring,9
HumanEval,StarCoderQ8,HumanEval_83_starts_one_ends,9
HumanEval,StarCoderQ8,HumanEval_85_add,9
HumanEval,StarCoderQ8,HumanEval_88_sort_array,9
HumanEval,StarCoderQ8,HumanEval_8_sum_product,9
HumanEval,StarCoderQ8,HumanEval_91_is_bored,9
HumanEval,StarCoderQ8,HumanEval_98_count_upper,9
HumanEval,StarCoderQ8,HumanEval_9_rolling_max,9
HumanEval,StarCoder,HumanEval_0_has_close_elements,9
HumanEval,StarCoder,HumanEval_102_choose_num,9
HumanEval,StarCoder,HumanEval_121_solution,9
HumanEval,StarCoder,HumanEval_12_longest,9
HumanEval,StarCoder,HumanEval_135_can_arrange,9
HumanEval,StarCoder,HumanEval_138_is_equal_to_sum_even,9
HumanEval,StarCoder,HumanEval_145_order_by_points,9
HumanEval,StarCoder,HumanEval_146_specialFilter,9
HumanEval,StarCoder,HumanEval_151_double_the_difference,9
HumanEval,StarCoder,HumanEval_159_eat,9
HumanEval,StarCoder,HumanEval_163_generate_integers,9
HumanEval,StarCoder,HumanEval_22_filter_integers,9
HumanEval,StarCoder,HumanEval_30_get_positive,9
HumanEval,StarCoder,HumanEval_35_max_element,9
HumanEval,StarCoder,HumanEval_36_fizz_buzz,9
HumanEval,StarCoder,HumanEval_47_median,9
HumanEval,StarCoder,HumanEval_48_is_palindrome,9
HumanEval,StarCoder,HumanEval_58_common,9
HumanEval,StarCoder,HumanEval_7_filter_by_substring,9
HumanEval,StarCoder,HumanEval_83_starts_one_ends,9
HumanEval,StarCoder,HumanEval_85_add,9
HumanEval,StarCoder,HumanEval_88_sort_array,9
HumanEval,StarCoder,HumanEval_8_sum_product,9
HumanEval,StarCoder,HumanEval_91_is_bored,9
HumanEval,StarCoder,HumanEval_98_count_upper,9
HumanEval,StarCoder,HumanEval_9_rolling_max,9
HumanEval,CodeGemmaFP16,HumanEval_100_make_a_pile,8
HumanEval,CodeGemmaFP16,HumanEval_101_words_string,8
HumanEval,CodeGemmaFP16,HumanEval_11_string_xor,8
HumanEval,CodeGemmaFP16,HumanEval_128_prod_signs,8
HumanEval,CodeGemmaFP16,HumanEval_133_sum_squares,8
HumanEval,CodeGemmaFP16,HumanEval_15_string_sequence,8
HumanEval,CodeGemmaFP16,HumanEval_28_concatenate,8
HumanEval,CodeGemmaFP16,HumanEval_42_incr_list,8
HumanEval,CodeGemmaFP16,HumanEval_60_sum_to_n,8
HumanEval,CodeGemmaFP16,HumanEval_62_derivative,8
HumanEval,CodeGemmaQ2,HumanEval_100_make_a_pile,8
HumanEval,CodeGemmaQ2,HumanEval_39_prime_fib,8
HumanEval,CodeGemmaQ2,HumanEval_98_count_upper,8
HumanEval,CodeGemmaQ8,HumanEval_100_make_a_pile,8
HumanEval,CodeGemmaQ8,HumanEval_149_sorted_list_sum,8
HumanEval,CodeGemmaQ8,HumanEval_159_eat,8
HumanEval,CodeGemmaQ8,HumanEval_16_count_distinct_characters,8
HumanEval,CodeGemmaQ8,HumanEval_19_sort_numbers,8
HumanEval,CodeGemmaQ8,HumanEval_4_mean_absolute_deviation,8
HumanEval,CodeGemmaQ8,HumanEval_52_below_threshold,8
HumanEval,CodeGemmaQ8,HumanEval_71_triangle_area,8
HumanEval,CodeGemmaQ8,HumanEval_84_solve,8
HumanEval,CodeGemma,HumanEval_145_order_by_points,8
HumanEval,CodeGemma,HumanEval_159_eat,8
HumanEval,CodeGemma,HumanEval_49_modp,8
HumanEval,CodeGemma,HumanEval_4_mean_absolute_deviation,8
HumanEval,CodeGemma,HumanEval_52_below_threshold,8
HumanEval,CodeGemma,HumanEval_71_triangle_area,8
HumanEval,CodeGemma,HumanEval_92_any_int,8
HumanEval,CodeLlamaQ2,HumanEval_103_rounded_avg,8
HumanEval,CodeLlamaQ2,HumanEval_133_sum_squares,8
HumanEval,CodeLlamaQ2,HumanEval_19_sort_numbers,8
HumanEval,CodeLlamaQ2,HumanEval_24_largest_divisor,8
HumanEval,CodeLlamaQ2,HumanEval_37_sort_even,8
HumanEval,CodeLlamaQ2,HumanEval_4_mean_absolute_deviation,8
HumanEval,CodeLlamaQ2,HumanEval_52_below_threshold,8
HumanEval,CodeLlamaQ2,HumanEval_66_digitSum,8
HumanEval,CodeLlamaQ2,HumanEval_84_solve,8
HumanEval,CodeLlamaQ2,HumanEval_92_any_int,8
HumanEval,CodeLlamaQ8,HumanEval_159_eat,8
HumanEval,CodeLlamaQ8,HumanEval_19_sort_numbers,8
HumanEval,CodeLlamaQ8,HumanEval_24_largest_divisor,8
HumanEval,CodeLlamaQ8,HumanEval_37_sort_even,8
HumanEval,CodeLlamaQ8,HumanEval_4_mean_absolute_deviation,8
HumanEval,CodeLlamaQ8,HumanEval_52_below_threshold,8
HumanEval,CodeLlamaQ8,HumanEval_84_solve,8
HumanEval,CodeLlamaQ8,HumanEval_92_any_int,8
HumanEval,CodeLlama,HumanEval_100_make_a_pile,8
HumanEval,CodeLlama,HumanEval_159_eat,8
HumanEval,CodeLlama,HumanEval_19_sort_numbers,8
HumanEval,CodeLlama,HumanEval_4_mean_absolute_deviation,8
HumanEval,CodeLlama,HumanEval_52_below_threshold,8
HumanEval,CodeLlama,HumanEval_84_solve,8
HumanEval,CodeLlama,HumanEval_92_any_int,8
HumanEval,CodeQwenQ2,HumanEval_101_words_string,8
HumanEval,CodeQwenQ2,HumanEval_120_maximum,8
HumanEval,CodeQwenQ2,HumanEval_139_special_factorial,8
HumanEval,CodeQwenQ2,HumanEval_13_greatest_common_divisor,8
HumanEval,CodeQwenQ2,HumanEval_14_all_prefixes,8
HumanEval,CodeQwenQ2,HumanEval_15_string_sequence,8
HumanEval,CodeQwenQ2,HumanEval_162_string_to_md5,8
HumanEval,CodeQwenQ2,HumanEval_28_concatenate,8
HumanEval,CodeQwenQ2,HumanEval_42_incr_list,8
HumanEval,CodeQwenQ2,HumanEval_79_decimal_to_binary,8
HumanEval,CodeQwenQ2,HumanEval_84_solve,8
HumanEval,CodeQwenQ8,HumanEval_120_maximum,8
HumanEval,CodeQwenQ8,HumanEval_133_sum_squares,8
HumanEval,CodeQwenQ8,HumanEval_13_greatest_common_divisor,8
HumanEval,CodeQwenQ8,HumanEval_48_is_palindrome,8
HumanEval,CodeQwen,HumanEval_120_maximum,8
HumanEval,CodeQwen,HumanEval_133_sum_squares,8
HumanEval,CodeQwen,HumanEval_162_string_to_md5,8
HumanEval,CodeQwen,HumanEval_48_is_palindrome,8
HumanEval,CodeQwen,HumanEval_51_remove_vowels,8
HumanEval,CodeQwen,HumanEval_55_fib,8
HumanEval,DSCoderFP16,HumanEval_120_maximum,8
HumanEval,DSCoderFP16,HumanEval_135_can_arrange,8
HumanEval,DSCoderFP16,HumanEval_152_compare,8
HumanEval,DSCoderFP16,HumanEval_21_rescale_to_unit,8
HumanEval,DSCoderFP16,HumanEval_52_below_threshold,8
HumanEval,DSCoderFP16,HumanEval_69_search,8
HumanEval,DSCoderFP16,HumanEval_72_will_it_fly,8
HumanEval,DSCoderQ2,HumanEval_100_make_a_pile,8
HumanEval,DSCoderQ2,HumanEval_106_f,8
HumanEval,DSCoderQ2,HumanEval_109_move_one_ball,8
HumanEval,DSCoderQ2,HumanEval_110_exchange,8
HumanEval,DSCoderQ2,HumanEval_120_maximum,8
HumanEval,DSCoderQ2,HumanEval_121_solution,8
HumanEval,DSCoderQ2,HumanEval_128_prod_signs,8
HumanEval,DSCoderQ2,HumanEval_161_solve,8
HumanEval,DSCoderQ2,HumanEval_163_generate_integers,8
HumanEval,DSCoderQ2,HumanEval_37_sort_even,8
HumanEval,DSCoderQ2,HumanEval_3_below_zero,8
HumanEval,DSCoderQ2,HumanEval_69_search,8
HumanEval,DSCoderQ2,HumanEval_74_total_match,8
HumanEval,DSCoderQ2,HumanEval_79_decimal_to_binary,8
HumanEval,DSCoderQ2,HumanEval_84_solve,8
HumanEval,DSCoderQ2,HumanEval_88_sort_array,8
HumanEval,DSCoderQ2,HumanEval_92_any_int,8
HumanEval,DSCoderQ8,HumanEval_103_rounded_avg,8
HumanEval,DSCoderQ8,HumanEval_145_order_by_points,8
HumanEval,DSCoderQ8,HumanEval_4_mean_absolute_deviation,8
HumanEval,DSCoderQ8,HumanEval_52_below_threshold,8
HumanEval,DSCoderQ8,HumanEval_65_circular_shift,8
HumanEval,DSCoderQ8,HumanEval_71_triangle_area,8
HumanEval,DSCoderQ8,HumanEval_79_decimal_to_binary,8
HumanEval,DSCoderQ8,HumanEval_82_prime_length,8
HumanEval,DSCoderQ8,HumanEval_84_solve,8
HumanEval,DSCoderQ8,HumanEval_99_closest_integer,8
HumanEval,DSCoder,HumanEval_103_rounded_avg,8
HumanEval,DSCoder,HumanEval_120_maximum,8
HumanEval,DSCoder,HumanEval_12_longest,8
HumanEval,DSCoder,HumanEval_4_mean_absolute_deviation,8
HumanEval,DSCoder,HumanEval_52_below_threshold,8
HumanEval,DSCoder,HumanEval_54_same_chars,8
HumanEval,DSCoder,HumanEval_59_largest_prime_factor,8
HumanEval,DSCoder,HumanEval_65_circular_shift,8
HumanEval,DSCoder,HumanEval_67_fruit_distribution,8
HumanEval,DSCoder,HumanEval_71_triangle_area,8
HumanEval,DSCoder,HumanEval_79_decimal_to_binary,8
HumanEval,DSCoder,HumanEval_82_prime_length,8
HumanEval,DSCoder,HumanEval_84_solve,8
HumanEval,DSCoder,HumanEval_94_skjkasdkd,8
HumanEval,DSCoder,HumanEval_99_closest_integer,8
HumanEval,StarCoderFP16,HumanEval_127_intersection,8
HumanEval,StarCoderFP16,HumanEval_134_check_if_last_char_is_a_letter,8
HumanEval,StarCoderFP16,HumanEval_4_mean_absolute_deviation,8
HumanEval,StarCoderFP16,HumanEval_52_below_threshold,8
HumanEval,StarCoderFP16,HumanEval_77_iscube,8
HumanEval,StarCoderFP16,HumanEval_79_decimal_to_binary,8
HumanEval,StarCoderFP16,HumanEval_84_solve,8
HumanEval,StarCoderQ2,HumanEval_133_sum_squares,8
HumanEval,StarCoderQ2,HumanEval_162_string_to_md5,8
HumanEval,StarCoderQ2,HumanEval_44_change_base,8
HumanEval,StarCoderQ2,HumanEval_52_below_threshold,8
HumanEval,StarCoderQ2,HumanEval_5_intersperse,8
HumanEval,StarCoderQ2,HumanEval_62_derivative,8
HumanEval,StarCoderQ8,HumanEval_44_change_base,8
HumanEval,StarCoderQ8,HumanEval_52_below_threshold,8
HumanEval,StarCoderQ8,HumanEval_71_triangle_area,8
HumanEval,StarCoderQ8,HumanEval_79_decimal_to_binary,8
HumanEval,StarCoderQ8,HumanEval_84_solve,8
HumanEval,StarCoder,HumanEval_44_change_base,8
HumanEval,StarCoder,HumanEval_52_below_threshold,8
HumanEval,StarCoder,HumanEval_71_triangle_area,8
HumanEval,StarCoder,HumanEval_79_decimal_to_binary,8
HumanEval,StarCoder,HumanEval_84_solve,8
HumanEval,StarCoder,HumanEval_86_anti_shuffle,8
HumanEval,StarCoder,HumanEval_92_any_int,8
HumanEval,CodeGemmaFP16,HumanEval_154_cycpattern_check,7
HumanEval,CodeGemmaFP16,HumanEval_159_eat,7
HumanEval,CodeGemmaFP16,HumanEval_55_fib,7
HumanEval,CodeGemmaQ2,HumanEval_147_get_max_triples,7
HumanEval,CodeGemmaQ2,HumanEval_44_change_base,7
HumanEval,CodeGemmaQ8,HumanEval_101_words_string,7
HumanEval,CodeGemmaQ8,HumanEval_133_sum_squares,7
HumanEval,CodeGemmaQ8,HumanEval_139_special_factorial,7
HumanEval,CodeGemmaQ8,HumanEval_14_all_prefixes,7
HumanEval,CodeGemmaQ8,HumanEval_15_string_sequence,7
HumanEval,CodeGemmaQ8,HumanEval_23_strlen,7
HumanEval,CodeGemmaQ8,HumanEval_28_concatenate,7
HumanEval,CodeGemmaQ8,HumanEval_42_incr_list,7
HumanEval,CodeGemmaQ8,HumanEval_46_fib4,7
HumanEval,CodeGemmaQ8,HumanEval_60_sum_to_n,7
HumanEval,CodeGemmaQ8,HumanEval_62_derivative,7
HumanEval,CodeGemma,HumanEval_101_words_string,7
HumanEval,CodeGemma,HumanEval_133_sum_squares,7
HumanEval,CodeGemma,HumanEval_139_special_factorial,7
HumanEval,CodeGemma,HumanEval_14_all_prefixes,7
